id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
23824297;Il Panaro ai Decumani;178835507;Maria Teresa;;San Lorenzo;40.85265;14.26189;Entire home/apt;;2;324;2025-02-25;3.83;2;64;58;IT063049C2IEROBU4F
23837049;Accogliente appartamento al Centro Storico;89576693;Mimmo;;San Lorenzo;40.85141;14.25336;Entire home/apt;84;2;31;2025-03-05;0.37;2;42;12;IT063049C22QXC39LX
23880715;Dauphin Ange;115011447;Nicola;;Vicaria;40.85858;14.2725;Entire home/apt;350;31;1;2021-07-13;0.02;6;180;0;I applied for a CIN, but haven’t received it yet
23908594;Art Hotel San Francesco al Monte,  Naples;179554845;San Martino Alberghi;;Montecalvario;40.84771;14.2413;Private room;;1;5;2023-02-19;0.07;2;353;0;IT063049A1SURP8728
23919777;TreSette Toledo Apartment;18147455;Fulvia;;Montecalvario;40.8444;14.24593;Entire home/apt;354;1;12;2023-01-02;0.16;4;324;0;IT063049C1VDN6866P
23920928;TreSette Toledo Asso;18147455;Fulvia;;Montecalvario;40.8444;14.24593;Private room;79;1;2;2021-08-01;0.02;4;336;0;IT063049C1VDN6866P
23933432;Anema e Core Apartment;112415247;Valentina;;San Lorenzo;40.85365;14.26105;Entire home/apt;66;3;27;2025-01-05;0.32;1;247;9;IT063049C28Z18YQUK
23934960;Napoli d'Amare Bed and Breakfast Room Marechiaro;52870903;Vale;;Posillipo;40.82327651977539;14.2172269821167;Private room;104;1;1;2021-08-20;0.02;4;157;0;IT063049C1S4YWDG7U
23935487;m4 Terraced panoramic flat  in Historical Naples;107465765;Paul;;San Lorenzo;40.85106;14.26194;Entire home/apt;206;2;8;2024-05-04;0.11;21;249;1;IT063049C2G64XW7DI
23938601;Residenza Trinità Maggiore - Suite Gesù Nuovo;134732342;Annalisa;;San Giuseppe;40.84583;14.25249;Entire home/apt;206;1;72;2023-10-04;0.86;4;193;0;IT063049C25KITKZ6T
23939246;Residenza Trinità Maggiore - Suite Certosa;134732342;Annalisa;;San Giuseppe;40.84626;14.25222;Entire home/apt;201;1;111;2024-07-01;1.31;4;0;6;IT063049C25KITKZ6T
23939801;Small Design House;6915348;Tiziana;;San Ferdinando;40.8375;14.2467;Entire home/apt;38;3;188;2025-03-05;2.22;2;107;42;IT063049C29VV4USFL
23943320;"""La Casa Candida"" - Historical Center";180012530;Stefano;;Avvocata;40.84975;14.24511;Entire home/apt;;31;391;2024-11-05;4.64;3;0;28;
23956270;La Mansarda Rosa;160263815;Antonio;;San Giuseppe;40.8486;14.24992;Entire home/apt;;7;9;2024-04-29;0.21;4;254;1;I applied for a CIN, but haven’t received it yet
23958226;il Cavaliere di Toledo - Don Ferdinando;180151352;Romualdo;;Montecalvario;40.8424;14.2485;Entire home/apt;180;2;12;2023-09-10;0.15;3;0;0;IT063049B49STJ43G6
23960994;NapoliCentro Suite|Favoloso Appartamento al Centro;63577351;Marco;;Pendino;40.84947;14.26079;Entire home/apt;91;2;323;2025-02-16;3.81;1;0;24;IT063049C2ODJLOQGO
23969550;Il Cavaliere di Toledo - Don Pedro;180151352;Romualdo;;Montecalvario;40.8424;14.24852;Entire home/apt;264;2;16;2023-10-26;0.19;3;0;0;IT063049B48D5YKW87
23970983;Il Cavaliere di Toledo - Don Rodrigo;180151352;Romualdo;;Montecalvario;40.84241;14.24852;Entire home/apt;180;2;1;2022-12-04;0.04;3;0;0;IT063049B4HVZ3KLGD
24014635;Fiorentini21-Municipio;161574272;Carmine;;San Giuseppe;40.84203;14.25225;Entire home/apt;96;2;32;2025-02-15;0.41;3;313;1;IT063049C2O3FOO74I
24033106;Chiara Italia classic centro posto auto gratuito;166839022;Giuseppe;;Vicaria;40.856518;14.272139;Entire home/apt;87;2;215;2025-03-05;2.55;5;312;48;it063049c2jne6opjy
24049995;Residenza Trinità Maggiore - Suite Santa Chiara;134732342;Annalisa;;San Giuseppe;40.8476;14.25179;Entire home/apt;208;1;81;2024-09-21;0.97;4;59;6;IT063049C25KITKZ6T
24101783;Diletto a Napoli - room design 2;171312898;Raffaele;;San Lorenzo;40.85367;14.26123;Private room;59;1;4;2024-05-09;0.05;21;271;1;IT063049C14QNYSP9R
24114826;Casa Rosa al Centro di Napoli;44236379;Manuela;;San Lorenzo;40.85762;14.26813;Entire home/apt;63;2;19;2023-07-05;0.23;1;188;0;IT063049C2MDBV53H9
24132992;SOFIA'S HOME;83148624;Federica;;Chiaia;40.83603;14.22421;Entire home/apt;86;1;285;2025-02-23;3.52;1;285;66;IT063049C2YPSUNDM8
24134687;Vicarìa - Guest House - Napoli Centrale;82861903;Lello;;San Lorenzo;40.85599;14.27037;Entire home/apt;64;2;95;2025-03-03;1.17;1;181;25;IT063049C1AWPJWNYV
24176745;Rosa's house - Heart of Naples;25536487;Rosa;;Chiaia;40.83578;14.24453;Entire home/apt;97;31;49;2025-01-04;0.61;1;160;7;
24194380;Studio flat nel cuore del centro storico;15631210;Roberta;;Pendino;40.84531;14.26173;Entire home/apt;75;2;267;2025-02-27;3.18;1;334;29;IT063049C2OOSX8BJR
24214373;Gea Suite 1;158708859;Giuseppe;;Pendino;40.84944;14.26125;Private room;144;7;0;;;1;0;0;IT063049C13RR529WS
24226579;B&B Martucci Avenue (Stanza Deluxe);154672753;Marco;;Chiaia;40.83635;14.23223;Private room;72;1;3;2023-06-05;0.04;3;316;0;IT063049C19H6TN6Z9
24238167;Room with private bathroom in the center of Naples;157266745;Francesco;;Pendino;40.849197;14.258398;Private room;;1;19;2023-08-25;0.34;8;303;0;IT063049C2TQN3TSUW
24239970;Guest House Al31 - Esperienza da vivere !;6343918;Vittorio;;Pendino;40.84655421403918;14.26615162568752;Entire home/apt;78;31;65;2025-03-03;1.87;1;219;23;I applied for a CIN, but haven’t received it yet
24257982;N'é;165559339;Maurizio;;Pendino;40.85085;14.26708;Entire home/apt;103;4;205;2024-10-23;2.45;1;139;24;IT063049C27TELXRGJ
24266403;B&B da Polly a Piazza Amedeo - Camera Deluxe;182993774;Paola;;Chiaia;40.8376;14.23497;Private room;107;1;15;2024-08-28;0.18;2;348;5;IT063049C2Z9JW74S7
24266759;B&B da Polly a Piazza Amedeo - Camera King;182993774;Paola;;Chiaia;40.83747;14.23501;Private room;59;1;3;2022-12-10;0.04;2;358;0;IT063049C2Z9JW74S7
24293758;Camera matrimoniale con bagno privato - B&B;183268176;Stefano;;San Lorenzo;40.853904724121094;14.269476890563965;Private room;70;1;34;2023-06-19;0.51;1;255;0;IT063049C1W8095AJW
24301066;TreSette stile curato nei quartieri spagnoli;18147455;Fulvia;;Montecalvario;40.8444;14.24593;Private room;79;1;15;2022-08-30;0.18;4;336;0;IT063049C1VDN6866P
24302115;LA TERRAZZA DELL'ARTISTA;179171627;Diego Gennaro;;Porto;40.84778;14.2555;Entire home/apt;83;2;287;2025-03-06;3.63;3;4;95;IT063049C2E62E3J39
24302150;TreSette Toledo 7;18147455;Fulvia;;Montecalvario;40.8444;14.24593;Private room;79;1;0;;;4;339;0;IT063049C1VDN6866P
24307705;The Twins' House Museo;183375483;Vincenzo;;Stella;40.85576;14.2516;Entire home/apt;72;2;34;2024-08-14;0.41;1;55;3;IT063049B49KZY5XAR
24316932;Arturo's house;136749359;Maria Vittoria;;Chiaia;40.8343;14.22602;Entire home/apt;54;31;4;2022-06-13;0.05;1;0;0;
24322160;Delby's house Napoli - intero appartamento;126792168;Alessandra;;San Carlo all'Arena;40.85674;14.25496;Entire home/apt;114;2;6;2024-04-01;0.07;1;354;1;IT063049C2DBXINW26
24322932;La casa di Abbi  Luna Casa Vacanze Centro Storico;171569237;Roberto;;San Lorenzo;40.85106;14.25547;Entire home/apt;89;2;32;2022-09-12;0.38;2;1;0;IT063049C22XBTO68G
24327626;Mini appartamento Centro Storico;183546586;Valbona;;Pendino;40.85038;14.26287;Entire home/apt;50;2;466;2025-03-11;5.53;1;21;75;IT063049C25ZC94OEH
24339447;Residenza Santa Lucia a Mare;179713894;Maria Cristina;;San Ferdinando;40.83048;14.24836;Entire home/apt;111;2;53;2025-02-06;0.63;1;80;7;IT063049C226W9YQ9C
24344652;Metropolis Stazione Centrale - bilocale nuovo;93457271;Raffaella;;Mercato;40.84971;14.27177;Entire home/apt;72;2;7;2023-05-01;0.08;6;365;0;I applied for a CIN, but haven’t received it yet
24354583;Apartment Capuano: Centro Storico;182431802;Alessia;;San Lorenzo;40.85051;14.25845;Entire home/apt;57;31;448;2025-01-11;5.34;2;269;49;
24368269;B&B in Historical Center of Naples;183897612;Laura;;Avvocata;40.85278;14.24697;Private room;85;1;2;2021-11-02;0.05;5;96;0;IT063049B4732D7KRJ
24369670;A casa di Giulia I;183874390;Raffaella;;Vomero;40.84342;14.23561;Entire home/apt;129;1;28;2024-05-22;0.34;2;121;3;It063049c1svgrs6za
24369760;Appartamento Cucina e salone Centro Storico Napoli;121057665;Pasquale;;Pendino;40.84927;14.26717;Entire home/apt;50;1;36;2024-12-07;0.43;4;324;25;IT063049C2T23PYI4F
24373613;Casa Luperano;167945198;Maria;;Avvocata;40.85073;14.24959;Entire home/apt;52;3;183;2025-03-08;2.43;1;145;38;IT063049C22P7BE7VQ
24385971;Apartment in Historical Center of Naples;183897612;Laura;;Avvocata;40.85144;14.24866;Entire home/apt;100;1;0;;;5;92;0;IT063049B4732D7KRJ
24391002;Plebiscito Apartment by Ele;32247706;Domenico;;San Ferdinando;40.83506;14.24498;Entire home/apt;69;2;113;2025-01-07;1.40;1;0;19;I applied for a CIN, but haven’t received it yet
24406049;Casetta Candelora Napoli;184236190;Sara;;Porto;40.84589767456055;14.255213737487793;Entire home/apt;71;3;200;2025-01-21;2.39;1;320;28;IT063049C2YDFJ67L8
24411254;Santa Teresa Museum Suites confort in centro città;184290717;Luigi Liberato;;Stella;40.85734;14.24791;Entire home/apt;117;2;23;2022-08-15;0.28;1;365;0;IT063049C2ZBS4UNP2
24415429;Trebis;184339506;Anastasia;;San Giuseppe;40.845800565583;14.254066555835216;Entire home/apt;61;2;128;2024-07-02;1.53;1;135;9;It063049c2hwby4xok
24417126;Flyresidence Porto/Toledo appartamento deluxe;62744575;Flyresidence;;San Giuseppe;40.84099;14.24958;Entire home/apt;63;2;41;2025-03-09;0.51;8;256;3;IT063049B4UBBVR68J
24439637;Fv Studios Chiaia;30822279;Fulvio;;San Ferdinando;40.83556;14.24308;Entire home/apt;67;1;59;2025-01-06;0.70;2;0;7;IT063049C2EG7H73Q7
24444404;Marchese: una antica casa napoletana;195564661;Federico;;Mercato;40.84894;14.26912;Entire home/apt;73;3;234;2025-01-05;2.85;1;0;30;IT063049C2SXT6GMFM
24480505;St Anna's roofs - Studio Flat;128841116;Dimorra;;San Giuseppe;40.84743;14.25048;Entire home/apt;44;1;198;2025-02-10;2.38;121;331;12;IT063049C228NU9SMM
24490017;Casa di Lù - Intero appartamento al Vomero;181276756;Giulio;;Vomero;40.84844;14.22298;Entire home/apt;56;2;316;2025-03-09;3.80;2;0;46;IT063049C2DYAS9U63
24495544;Liberty Luxe | Airy Kitchen & Cozy Living - Chiaia;147204971;Francesco;;Chiaia;40.83753;14.23585;Entire home/apt;128;3;272;2025-02-18;3.25;2;253;32;IT063049C2OKK5KLH3
24516852;Casa Angela;49303982;Mirko;;San Lorenzo;40.85204;14.26503;Entire home/apt;;2;181;2025-02-22;2.16;1;54;11;Exempt
24518334;Casa Dolce Casa Spaccanapoli;185149591;Antonietta;;San Lorenzo;40.852;14.2644;Entire home/apt;89;1;82;2024-08-01;1.02;1;219;2;IT063049C2MKCZ842Q
24521793;Colonna 9;185236118;Francesco;;Chiaia;40.83665;14.23503;Entire home/apt;153;2;2;2023-06-25;0.03;1;1;0;IT063049C2FIRM9DE6
24554666;Diletto a Napoli - family room design 1;171312898;Raffaele;;San Lorenzo;40.85348;14.26087;Private room;46;1;12;2024-10-13;0.17;21;253;7;IT063049C14QNYSP9R
24557191;Art Terrace;185528377;Paola;;San Lorenzo;40.8558;14.25853;Entire home/apt;79;2;393;2025-02-23;4.70;2;21;58;IT063049C2HVCGSEGP
24569996;spaccanapoli: Palazzo Maddaloni | made in Mad;184820305;Emma;;San Giuseppe;40.846595764160156;14.249876976013184;Entire home/apt;100;2;171;2025-01-04;2.05;1;119;30;IT063049C2XZU4JEYU
24588068;Intero appartamento in centro 4/6 px-Sweet Dreams;185810846;Elisabetta;;Chiaia;40.83452;14.23347;Entire home/apt;129;2;40;2024-11-03;0.48;1;231;1;I applied for a CIN, but haven’t received it yet
24592869;Casa Girò;185842352;Massimo;;Pendino;40.8447;14.25977;Entire home/apt;107;2;39;2024-10-17;0.47;1;343;4;IT063049C12AZJTLD9
24595797;Large Room in Toledo Street;50500464;Marco;;San Giuseppe;40.84565;14.24934;Private room;58;2;10;2021-07-14;0.13;2;7;0;IT063049C2UV8ROR6L
24604287;Panorama Vesuvius central  (in front of the metro);185929875;Andrea;;Avvocata;40.85367;14.23756;Entire home/apt;142;2;21;2024-09-09;0.25;6;153;2;IT063049C2Z9WIB8YJ
24605348;panoramic central room with kitchen(1) near metro;185929875;Andrea;;Avvocata;40.8527;14.23779;Private room;50;2;40;2024-09-26;0.48;6;283;8;IT063049C2Z9WIB8YJ
24605750;panoramic central room with kitchen(2) near metro;185929875;Andrea;;Avvocata;40.85275;14.23776;Private room;47;2;26;2025-02-15;0.31;6;298;3;IT063049C2Z9WIB8YJ
24606014;panoramic central room with kitchen(3) near metro;185929875;Andrea;;Avvocata;40.85138;14.2381;Private room;58;2;43;2024-08-06;0.51;6;301;6;IT063049C2Z9WIB8YJ
24624764;[Garibaldi Train Station] Convitalia Napoli Rooms;186093333;Anna;;Zona Industriale;40.85026;14.27664;Private room;;1;92;2025-03-07;1.10;4;248;52;I applied for a CIN, but haven’t received it yet
24642821;B&B Casa Marilu';186232038;Luisa;;San Lorenzo;40.86165;14.26816;Entire home/apt;45;1;552;2025-02-24;6.61;1;288;93;IT063049C2N35X84XW
24644727;Una terrazza al centro;186245748;Giada Enzo;;Pendino;40.85031;14.26506;Entire home/apt;50;1;431;2025-03-07;5.21;3;0;70;IT063049C2OHBHDR6R
24648147;Palazzo Majorana: Camera Matrimoniale;186272432;Dario;;San Ferdinando;40.83759;14.24759;Private room;76;2;3;2021-08-15;0.04;3;62;0;IT063049C1WTSCKZG3
24652913;Tasso’s House;152714744;Vincenzo;;Chiaia;40.83898;14.22409;Entire home/apt;97;2;13;2024-10-07;0.16;1;136;4;IT063049B46XUMDSHX
24660376;B&b Palazzo Majorana: Camera Tripla;186272432;Dario;;San Ferdinando;40.83768;14.24749;Private room;81;2;3;2024-07-18;0.09;3;62;1;IT063049C1WTSCKZG3
24664515;[Garibaldi Train Station] Convitalia Napoli Rooms;186093333;Anna;;Zona Industriale;40.84918;14.27819;Private room;48;1;62;2025-01-06;0.75;4;312;7;I applied for a CIN, but haven’t received it yet
24667848;[Garibaldi Train Station] Convitalia Napoli Rooms;186093333;Anna;;Zona Industriale;40.84948;14.2765;Private room;48;1;30;2024-11-17;0.36;4;308;3;I applied for a CIN, but haven’t received it yet
24668238;[Garibaldi Train Station] Convitalia Napoli Rooms;186093333;Anna;;Zona Industriale;40.85046;14.27619;Private room;54;1;133;2025-02-24;1.59;4;263;48;I applied for a CIN, but haven’t received it yet
24688184;Suite Toledo 10. A Neapolitan terrace;37331151;Vincenzo;;Montecalvario;40.84451;14.24841;Entire home/apt;105;2;96;2024-10-09;1.30;1;330;3;IT063049B4OAIPI4JU
24708634;Suite Borbonica;186749923;Tony;;Porto;40.8404;14.25259;Entire home/apt;134;5;150;2025-03-01;1.82;1;29;17;IT063049C2N3SYQNKF
24712605;Maradona's little flat;186783780;Concetta;;Pendino;40.84873;14.26062;Private room;36;4;123;2025-03-02;1.48;1;43;23;IT063049C2R67GJJR2
24713541;Suite with a view in the historic center of Naples;157266745;Francesco;;Pendino;40.849197;14.258398;Private room;;1;1;2022-08-12;0.03;8;343;0;IT063049C2TQN3TSUW
24714185;La Finestra sul cortile. Bright flat in center;73396306;Roberta;;Montecalvario;40.84776;14.24419;Entire home/apt;42;31;308;2025-01-01;3.69;1;145;64;
24714254;Ale&France house;186799035;Paolo;;San Carlo all'Arena;40.86933;14.26437;Entire home/apt;84;31;6;2019-09-18;0.07;1;125;0;
24722740;Blackbirds' garden;186879665;Stefano E Laura;;San Ferdinando;40.83539;14.24454;Entire home/apt;83;3;356;2025-03-10;4.27;1;64;66;IT063049C2ERD6ZOFJ
24725103;Napoli Velata;97394867;Gabriele;;San Lorenzo;40.8532;14.26622;Private room;68;1;10;2024-07-22;0.12;3;350;1;IT063049C22A35SNML
24734019;The Artist's Loft;6915348;Tiziana;;San Ferdinando;40.8387;14.24664;Entire home/apt;63;3;148;2025-01-03;1.77;2;154;17;IT063049C29VV4USFL
24748634;Casamatys a palazzo Sannicandro;187103777;Mariateresa E Simona;;Montecalvario;40.84002;14.24508;Entire home/apt;65;2;245;2024-11-17;2.95;1;225;29;IT063049C1XFNWV9IM
24762673;HOME Gamilia;187222110;Gabriella;;Montecalvario;40.841637;14.244636;Entire home/apt;67;2;8;2024-10-28;0.10;1;198;6;IT063049C2E7SWIWH8
24773335;Blanco's home (o' Barconciello);19547129;Italo & Gino;;San Lorenzo;40.85153;14.25544;Entire home/apt;60;2;266;2025-03-09;3.20;5;324;17;IT063049C2UPJ52NGV
24775607;Miniappartamento Suite;187319979;Daniela;;Chiaia;40.8348;14.23475;Private room;220;1;0;;;2;0;0;IT063049C13L5KKZK5
24794149;Nido a Marechiaro;5192890;Maria;;Posillipo;40.79618;14.19316;Entire home/apt;55;3;16;2024-12-01;0.19;1;158;4;IT063049C2FZDTCH4X
24817813;Baia Due Frati: Straight on the Sea+Private Beach;187622581;Lidia;;Posillipo;40.81584;14.20969;Entire home/apt;88;1;300;2025-02-25;3.68;1;175;30;IT15063049EXT2168
24831164;Cozy Big Apartament City Center;56066501;Luigi;;San Lorenzo;40.85958;14.26907;Entire home/apt;;2;25;2024-09-16;0.30;2;165;6;I applied for a CIN, but haven’t received it yet
24844222;NapoliStayIn  Central Flat in Naples;187811495;Livio;;Pendino;40.84708;14.26452;Entire home/apt;63;2;173;2025-02-26;2.14;1;156;48;IT063049C2GIKLJUUN
24845509;MYB (Apartment);182740202;Lia;;San Giuseppe;40.84486;14.24971;Entire home/apt;200;2;68;2024-06-17;0.84;1;271;7;IT063049C25NSZMVXE
24846250;"Vomero ""BIJOU"" Miranda Apartment";62800353;Claudia;;Vomero;40.84233;14.23242;Entire home/apt;73;4;159;2025-03-13;1.95;5;283;25;IT063049C28EVQ7NSG
24851384;"Vomero ""JOLI"" Miranda Apartment";62800353;Claudia;;Vomero;40.84250092768398;14.232593086158253;Entire home/apt;80;4;55;2024-11-25;0.67;5;304;12;IT063049C28EVQ7NSG
24882351;Rifugio di Partenope ( Deluxe ) – Historic Center;151082928;Ernesto;;Pendino;40.85069;14.25937;Entire home/apt;102;2;16;2024-07-22;0.20;2;163;2;IT063049C2Q83LFDIL
24886457;Casa Ripa 19 CENTRO STORICO;23571448;Valerio;;Stella;40.86042;14.2502;Entire home/apt;69;2;57;2024-09-12;0.69;1;61;10;IT063049C2E7JIMSV3
24941936;Le Stanze Dei Mille;193055735;Dante;;Chiaia;40.83761;14.23894;Private room;;2;20;2023-07-31;0.25;1;0;0;IT063049C1YVOPLLPZ
24953210;Casa Velata - Spaccanapoli Loft;37774789;Luca;;San Lorenzo;40.8497;14.25914;Entire home/apt;87;2;266;2025-03-08;3.20;1;318;38;IT063049C2ZXZJ9XUP
24967330;A Casa di Peppe;180651101;Giuseppe;;Poggioreale;40.87361;14.30282;Entire home/apt;54;2;31;2024-08-09;0.37;1;20;2;IT063049C24VZ8UIBX
24988139;trinità 23;22083683;Gian Paolo;;San Ferdinando;40.83892;14.24645;Entire home/apt;64;2;320;2025-03-04;3.95;2;103;45;IT063049B4NLMAM78D
24989009;Luisa Home;188734589;Luisa;;San Lorenzo;40.85381;14.26577;Entire home/apt;54;2;543;2025-03-12;6.59;2;206;94;IT063049C2RGPZO3CZ
24991892;Giordano’s house;2182993;Giordano;;San Lorenzo;40.85164;14.26299;Entire home/apt;59;2;333;2025-03-02;4.02;3;343;36;IT063049C2QY4QWPA5
24992593;Carmen’s house;2182993;Giordano;;San Lorenzo;40.85168;14.26258;Entire home/apt;80;2;348;2025-03-09;4.20;3;306;48;IT063049C2QY4QWPA5
24997161;La Casa Sul Nilo;7432599;Eduardo;;Pendino;40.84857;14.2563;Entire home/apt;127;1;203;2025-03-02;2.48;1;152;18;IT063049C2643LRPLJ
25008672;B&b, la casa di flora  centro storico Giardino.;186655387;Flora;;San Lorenzo;40.85063;14.25264;Entire home/apt;300;2;220;2025-01-02;2.67;1;262;20;IT063049C1WBKPUGGN
25021635;La casa del Piccolo Principe;30679462;Alessia;;San Carlo all'Arena;40.87257;14.26281;Entire home/apt;41;2;80;2024-11-04;0.96;1;352;6;IT063049C2FWXMRRIS
25038159;HOME SWEET HOME;189286999;Antonio;;San Lorenzo;40.86209;14.26896;Entire home/apt;60;31;54;2024-09-21;0.65;1;0;7;
25050026;Casa Totò - L'Oro di Napoli;36297450;Sara E Flavio;;Pendino;40.84596;14.26061;Entire home/apt;45;1;274;2025-02-22;3.30;2;45;62;IT063049C2NBKTANAK
25069841;Comfy and Large Apartment with Vesuvio View;88622968;Mondo Suites;;Poggioreale;40.86688232421875;14.275416374206543;Entire home/apt;120;2;3;2018-08-16;0.04;15;270;0;IT063049B4GT6B4FL3
25070350;Bright and spacious apartment near the airport;88622968;Mondo Suites;;Poggioreale;40.86688232421875;14.275416374206543;Entire home/apt;120;1;9;2022-09-19;0.11;15;270;0;IT063049B4GT6B4FL3
25070686;Fabulous Apartment, PERFECT LOCATION near airport;88622968;Mondo Suites;;Poggioreale;40.86688232421875;14.275416374206543;Entire home/apt;120;2;2;2018-08-15;0.02;15;270;0;IT063049B4GT6B4FL3
25070903;Vesuvio Suite, great location near the airport;88622968;Mondo Suites;;Poggioreale;40.86688232421875;14.275416374206543;Entire home/apt;120;2;6;2022-09-12;0.07;15;270;0;IT063049B4GT6B4FL3
25071141;Vesuvio Suite View;88622968;Mondo Suites;;Poggioreale;40.86688232421875;14.275416374206543;Entire home/apt;120;1;32;2024-10-13;0.39;15;270;2;IT063049B4GT6B4FL3
25071544;Premium Suite With Vesuvio View;88622968;Mondo Suites;;Poggioreale;40.86688232421875;14.275416374206543;Entire home/apt;120;2;6;2022-08-16;0.07;15;270;0;IT063049B4GT6B4FL3
25107914;B&B Pantarei Napoli - Vintage Room;189776075;Giuseppe;;Porto;40.84322;14.25327;Hotel room;109;1;17;2024-11-24;0.21;4;326;7;IT063049C1JELZ5PXE
25133660;B&B Pantarei Napoli - Shabby Room;189776075;Giuseppe;;Porto;40.843224;14.253268;Hotel room;106;1;9;2024-05-24;0.11;4;319;1;IT063049C1JELZ5PXE
25153210;White Room | Enjoy Naples, the cleanest way;102959065;Laura;;San Lorenzo;40.85893;14.26684;Entire home/apt;39;1;21;2024-08-29;0.26;1;27;7;I applied for a CIN, but haven’t received it yet
25162626;Apartment in Santa Chiara, the Heart of Naples;99592418;MarcAnto;;Porto;40.84816;14.25565;Entire home/apt;175;2;47;2025-02-17;0.70;8;327;15;IT063049C1HAVTQUU4
25184869;Romantic historic apartmen;32393475;Salvatore;;Stella;40.85586;14.24775;Entire home/apt;139;31;10;2024-10-08;0.13;3;362;2;
25191181;New house Napoli parcheggio gratis;182128355;Simona;;Chiaiano;40.88417;14.22635;Entire home/apt;70;31;25;2023-04-09;0.30;1;0;0;15063049EXT0878
25202912;Casa di P.;171541247;Eleonora;;San Giuseppe;40.84512;14.25296;Entire home/apt;200;2;1;2020-01-02;0.02;1;347;0;IT063049C2PGM8BHGW
25220504;THE GRANDPA HOUSE;17675138;Massimo;;San Giuseppe;40.84465;14.25369;Entire home/apt;;2;211;2024-11-03;2.68;1;0;48;IT063049C2GT48VFKS
25232556;la maison de lulu 1 centro storico;163066629;Ciro;;San Lorenzo;40.85903;14.26199;Entire home/apt;149;31;179;2024-10-20;2.17;5;364;9;
25240135;Nonna Annarè;190599539;Salvatore;;Chiaia;40.8367;14.24367;Entire home/apt;61;1;17;2022-07-20;0.21;2;270;0;IT063049C2TS0ZF4HM
25260984;Elegante stanza privata - Maschio Angioino, Napoli;190848937;Valerio;;Porto;40.84043884277344;14.255184173583984;Private room;34;1;491;2025-03-10;6.00;3;60;99;IT063049C2MEUG7LPK
25305634;A casa di Giulia II;183874390;Raffaella;;Vomero;40.84292221069336;14.23530387878418;Entire home/apt;176;2;31;2024-07-13;0.38;2;0;3;IT063049C1SVGRS6ZA
25307234;Il Borghetto;51807088;Christian;;Pendino;40.85127;14.25986;Entire home/apt;135;1;118;2024-12-15;1.47;6;290;27;I applied for a CIN, but haven’t received it yet
25314825;Rest a Napoli B&B - Double Room;191200548;Stefano;;Montecalvario;40.8439;14.24837;Hotel room;91;1;3;2019-01-17;0.04;4;199;0;IT063049B47YY3FW78
25321771;Il  Borghetto red room;51807088;Christian;;San Lorenzo;40.85301;14.26176;Hotel room;33;1;55;2025-02-04;0.67;6;323;7;I applied for a CIN, but haven’t received it yet
25323387;Il Borghetto ocean room;51807088;Christian;;Pendino;40.85165;14.26067;Hotel room;41;1;105;2025-02-26;1.28;6;300;22;I applied for a CIN, but haven’t received it yet
25336595;Il Borghetto green room;51807088;Christian;;San Lorenzo;40.85288;14.26176;Hotel room;29;1;95;2025-02-23;1.18;6;301;16;I applied for a CIN, but haven’t received it yet
25339972;"""A casa di Ele"" - Charming apartment in Vomero";69999799;Consiglia;;Vomero;40.84546;14.21953;Entire home/apt;124;2;63;2025-01-10;0.80;1;238;6;IT063049C2G4VOFDS9
25341128;Rest a Napoli B&B - Camera singola;191200548;Stefano;;San Giuseppe;40.8417;14.24923;Hotel room;71;1;18;2024-12-06;0.22;4;230;3;IT063049B47YY3FW78
25361249;Rest a Napoli B&B- Camera matrimoniale con balcone;191200548;Stefano;;Montecalvario;40.84299;14.24856;Hotel room;106;1;6;2022-09-12;0.07;4;0;0;IT063049B47YY3FW78
25361901;Rest a Napoli B&B - Camera Familiare con Balcone;191200548;Stefano;;Montecalvario;40.84184;14.24691;Hotel room;138;1;2;2024-07-10;0.02;4;215;1;IT063049B47YY3FW78
25373665;Panorama Vesuvius central (in front of the metro)2;185929875;Andrea;;Avvocata;40.8537;14.23823;Entire home/apt;90;2;2;2020-02-27;0.03;6;0;0;IT063049C2Z9WIB8YJ
25386754;PALAZZO MAJORANA NAPOLI CENTRO;186272432;Dario;;San Ferdinando;40.8372;14.24712;Entire home/apt;139;3;0;;;3;106;0;IT063049C1WTSCKZG3
25389948;Seaside Caracciolo Camera Comfort “Ischia “;188820287;Francesca;;Chiaia;40.83011;14.22346;Private room;80;2;0;;;3;91;0;IT063049C2LOG97XW8
25390274;Seaside Caracciolo Camera Deluxe “Vesuvio”;188820287;Francesca;;Chiaia;40.83031;14.22342;Private room;130;2;1;2023-05-17;0.04;3;94;0;IT063049C2LOG97XW8
25391822;Seaside Caracciolo Camera Superior “Capri “;188820287;Francesca;;Chiaia;40.83007;14.22364;Private room;100;2;1;2018-06-06;0.01;3;0;0;IT063049C2LOG97XW8
25398307;Casa Napoletana San Domenico -  Panoramic view;191732057;Mario;;San Giuseppe;40.848553;14.254723;Entire home/apt;105;2;228;2024-10-15;2.80;14;281;17;IT063049B4GPJ9CMLQ
25416177;Central station Naples apartment;6479355;Aida;;Vicaria;40.85588;14.27237;Entire home/apt;43;2;213;2025-02-17;2.62;1;280;40;IT063049C18OSC4XH4
